experiment_name,experiment_slug,descriptor,experiment_path,intervention_source,graph_source,field_mode,variant_name,variant_slug,fit_path,N,T,s,latent_rank,optimizer_mode,lambda_nuclear,lambda_frobenius,lambda_uv_ridge,fixed_scalar_params,status
outcome_death_rate_100k_ge_2__intervention_complete_cov_ge_30__lag_2w__contiguity__start_2021_01_03,outcome_death_rate_100k_ge_2_intervention_complete_cov_ge_30_lag_2w_contiguity_start_2021_01_03,outcome_death_rate_100k_ge_2__intervention_complete_cov_ge_30__lag_2w__contiguity__start_2021_01_03,/orcd/home/002/phevosp/MPLE-Causal-Inference/experiments/USCountyVaccination/outcome_death_rate_100k_ge_2__intervention_complete_cov_ge_30__lag_2w__contiguity__start_2021_01_03,real_data,contiguity,,alternating_rank_8_uv_1_e2_beta_mask,alternating_rank_8_uv_1_e2_beta_mask,/orcd/home/002/phevosp/MPLE-Causal-Inference/experiments/USCountyVaccination/outcome_death_rate_100k_ge_2__intervention_complete_cov_ge_30__lag_2w__contiguity__start_2021_01_03/fits/alternating_rank_8_uv_1_e2_beta_mask,3014,71,6,8,alternating_latent_rank,0.0,0.0,0.01,{},completed
outcome_death_rate_100k_ge_2__intervention_complete_cov_ge_30__lag_2w__contiguity__start_2021_01_03,outcome_death_rate_100k_ge_2_intervention_complete_cov_ge_30_lag_2w_contiguity_start_2021_01_03,outcome_death_rate_100k_ge_2__intervention_complete_cov_ge_30__lag_2w__contiguity__start_2021_01_03,/orcd/home/002/phevosp/MPLE-Causal-Inference/experiments/USCountyVaccination/outcome_death_rate_100k_ge_2__intervention_complete_cov_ge_30__lag_2w__contiguity__start_2021_01_03,real_data,contiguity,,alternating_rank_8_uv_5_e2_beta_mask,alternating_rank_8_uv_5_e2_beta_mask,/orcd/home/002/phevosp/MPLE-Causal-Inference/experiments/USCountyVaccination/outcome_death_rate_100k_ge_2__intervention_complete_cov_ge_30__lag_2w__contiguity__start_2021_01_03/fits/alternating_rank_8_uv_5_e2_beta_mask,3014,71,6,8,alternating_latent_rank,0.0,0.0,0.05,{},completed
outcome_death_rate_100k_ge_2__intervention_complete_cov_ge_30__lag_2w__contiguity__start_2021_01_03,outcome_death_rate_100k_ge_2_intervention_complete_cov_ge_30_lag_2w_contiguity_start_2021_01_03,outcome_death_rate_100k_ge_2__intervention_complete_cov_ge_30__lag_2w__contiguity__start_2021_01_03,/orcd/home/002/phevosp/MPLE-Causal-Inference/experiments/USCountyVaccination/outcome_death_rate_100k_ge_2__intervention_complete_cov_ge_30__lag_2w__contiguity__start_2021_01_03,real_data,contiguity,,alternating_rank_8_uv_1_e1_beta_mask,alternating_rank_8_uv_1_e1_beta_mask,/orcd/home/002/phevosp/MPLE-Causal-Inference/experiments/USCountyVaccination/outcome_death_rate_100k_ge_2__intervention_complete_cov_ge_30__lag_2w__contiguity__start_2021_01_03/fits/alternating_rank_8_uv_1_e1_beta_mask,3014,71,6,8,alternating_latent_rank,0.0,0.0,0.1,{},completed
outcome_death_rate_100k_ge_2__intervention_complete_cov_ge_30__lag_2w__contiguity__start_2021_01_03,outcome_death_rate_100k_ge_2_intervention_complete_cov_ge_30_lag_2w_contiguity_start_2021_01_03,outcome_death_rate_100k_ge_2__intervention_complete_cov_ge_30__lag_2w__contiguity__start_2021_01_03,/orcd/home/002/phevosp/MPLE-Causal-Inference/experiments/USCountyVaccination/outcome_death_rate_100k_ge_2__intervention_complete_cov_ge_30__lag_2w__contiguity__start_2021_01_03,real_data,contiguity,,alternating_rank_8_uv_5_e1_beta_mask,alternating_rank_8_uv_5_e1_beta_mask,/orcd/home/002/phevosp/MPLE-Causal-Inference/experiments/USCountyVaccination/outcome_death_rate_100k_ge_2__intervention_complete_cov_ge_30__lag_2w__contiguity__start_2021_01_03/fits/alternating_rank_8_uv_5_e1_beta_mask,3014,71,6,8,alternating_latent_rank,0.0,0.0,0.5,{},completed
outcome_death_rate_100k_ge_2__intervention_complete_cov_ge_30__lag_2w__contiguity__start_2021_01_03,outcome_death_rate_100k_ge_2_intervention_complete_cov_ge_30_lag_2w_contiguity_start_2021_01_03,outcome_death_rate_100k_ge_2__intervention_complete_cov_ge_30__lag_2w__contiguity__start_2021_01_03,/orcd/home/002/phevosp/MPLE-Causal-Inference/experiments/USCountyVaccination/outcome_death_rate_100k_ge_2__intervention_complete_cov_ge_30__lag_2w__contiguity__start_2021_01_03,real_data,contiguity,,alternating_rank_8_uv_1_beta_mask,alternating_rank_8_uv_1_beta_mask,/orcd/home/002/phevosp/MPLE-Causal-Inference/experiments/USCountyVaccination/outcome_death_rate_100k_ge_2__intervention_complete_cov_ge_30__lag_2w__contiguity__start_2021_01_03/fits/alternating_rank_8_uv_1_beta_mask,3014,71,6,8,alternating_latent_rank,0.0,0.0,1.0,{},completed
outcome_death_rate_100k_ge_2__intervention_complete_cov_ge_30__lag_2w__contiguity__start_2021_01_03,outcome_death_rate_100k_ge_2_intervention_complete_cov_ge_30_lag_2w_contiguity_start_2021_01_03,outcome_death_rate_100k_ge_2__intervention_complete_cov_ge_30__lag_2w__contiguity__start_2021_01_03,/orcd/home/002/phevosp/MPLE-Causal-Inference/experiments/USCountyVaccination/outcome_death_rate_100k_ge_2__intervention_complete_cov_ge_30__lag_2w__contiguity__start_2021_01_03,real_data,contiguity,,alternating_rank_8_uv_1p5_beta_mask,alternating_rank_8_uv_1p5_beta_mask,/orcd/home/002/phevosp/MPLE-Causal-Inference/experiments/USCountyVaccination/outcome_death_rate_100k_ge_2__intervention_complete_cov_ge_30__lag_2w__contiguity__start_2021_01_03/fits/alternating_rank_8_uv_1p5_beta_mask,3014,71,6,8,alternating_latent_rank,0.0,0.0,1.5,{},completed
outcome_death_rate_100k_ge_2__intervention_complete_cov_ge_30__lag_2w__contiguity__start_2021_01_03,outcome_death_rate_100k_ge_2_intervention_complete_cov_ge_30_lag_2w_contiguity_start_2021_01_03,outcome_death_rate_100k_ge_2__intervention_complete_cov_ge_30__lag_2w__contiguity__start_2021_01_03,/orcd/home/002/phevosp/MPLE-Causal-Inference/experiments/USCountyVaccination/outcome_death_rate_100k_ge_2__intervention_complete_cov_ge_30__lag_2w__contiguity__start_2021_01_03,real_data,contiguity,,base_beta_mask,base_beta_mask,/orcd/home/002/phevosp/MPLE-Causal-Inference/experiments/USCountyVaccination/outcome_death_rate_100k_ge_2__intervention_complete_cov_ge_30__lag_2w__contiguity__start_2021_01_03/fits/base_beta_mask,3014,71,6,0,no_external_field,0.0,0.0,0.0,{},completed
outcome_death_rate_100k_ge_2__intervention_complete_cov_ge_30__lag_2w__contiguity__start_2021_01_03,outcome_death_rate_100k_ge_2_intervention_complete_cov_ge_30_lag_2w_contiguity_start_2021_01_03,outcome_death_rate_100k_ge_2__intervention_complete_cov_ge_30__lag_2w__contiguity__start_2021_01_03,/orcd/home/002/phevosp/MPLE-Causal-Inference/experiments/USCountyVaccination/outcome_death_rate_100k_ge_2__intervention_complete_cov_ge_30__lag_2w__contiguity__start_2021_01_03,real_data,contiguity,,alternating_rank_5_uv_5_e4_beta_mask,alternating_rank_5_uv_5_e4_beta_mask,/orcd/home/002/phevosp/MPLE-Causal-Inference/experiments/USCountyVaccination/outcome_death_rate_100k_ge_2__intervention_complete_cov_ge_30__lag_2w__contiguity__start_2021_01_03/fits/alternating_rank_5_uv_5_e4_beta_mask,3014,71,6,5,alternating_latent_rank,0.0,0.0,0.0005,{},completed
outcome_death_rate_100k_ge_2__intervention_complete_cov_ge_30__lag_2w__contiguity__start_2021_01_03,outcome_death_rate_100k_ge_2_intervention_complete_cov_ge_30_lag_2w_contiguity_start_2021_01_03,outcome_death_rate_100k_ge_2__intervention_complete_cov_ge_30__lag_2w__contiguity__start_2021_01_03,/orcd/home/002/phevosp/MPLE-Causal-Inference/experiments/USCountyVaccination/outcome_death_rate_100k_ge_2__intervention_complete_cov_ge_30__lag_2w__contiguity__start_2021_01_03,real_data,contiguity,,alternating_rank_5_uv_1_e3_beta_mask,alternating_rank_5_uv_1_e3_beta_mask,/orcd/home/002/phevosp/MPLE-Causal-Inference/experiments/USCountyVaccination/outcome_death_rate_100k_ge_2__intervention_complete_cov_ge_30__lag_2w__contiguity__start_2021_01_03/fits/alternating_rank_5_uv_1_e3_beta_mask,3014,71,6,5,alternating_latent_rank,0.0,0.0,0.001,{},completed
outcome_death_rate_100k_ge_2__intervention_complete_cov_ge_30__lag_2w__contiguity__start_2021_01_03,outcome_death_rate_100k_ge_2_intervention_complete_cov_ge_30_lag_2w_contiguity_start_2021_01_03,outcome_death_rate_100k_ge_2__intervention_complete_cov_ge_30__lag_2w__contiguity__start_2021_01_03,/orcd/home/002/phevosp/MPLE-Causal-Inference/experiments/USCountyVaccination/outcome_death_rate_100k_ge_2__intervention_complete_cov_ge_30__lag_2w__contiguity__start_2021_01_03,real_data,contiguity,,alternating_rank_5_uv_5_e3_beta_mask,alternating_rank_5_uv_5_e3_beta_mask,/orcd/home/002/phevosp/MPLE-Causal-Inference/experiments/USCountyVaccination/outcome_death_rate_100k_ge_2__intervention_complete_cov_ge_30__lag_2w__contiguity__start_2021_01_03/fits/alternating_rank_5_uv_5_e3_beta_mask,3014,71,6,5,alternating_latent_rank,0.0,0.0,0.005,{},completed
outcome_death_rate_100k_ge_2__intervention_complete_cov_ge_30__lag_2w__contiguity__start_2021_01_03,outcome_death_rate_100k_ge_2_intervention_complete_cov_ge_30_lag_2w_contiguity_start_2021_01_03,outcome_death_rate_100k_ge_2__intervention_complete_cov_ge_30__lag_2w__contiguity__start_2021_01_03,/orcd/home/002/phevosp/MPLE-Causal-Inference/experiments/USCountyVaccination/outcome_death_rate_100k_ge_2__intervention_complete_cov_ge_30__lag_2w__contiguity__start_2021_01_03,real_data,contiguity,,alternating_rank_5_uv_1_e2_beta_mask,alternating_rank_5_uv_1_e2_beta_mask,/orcd/home/002/phevosp/MPLE-Causal-Inference/experiments/USCountyVaccination/outcome_death_rate_100k_ge_2__intervention_complete_cov_ge_30__lag_2w__contiguity__start_2021_01_03/fits/alternating_rank_5_uv_1_e2_beta_mask,3014,71,6,5,alternating_latent_rank,0.0,0.0,0.01,{},completed
outcome_death_rate_100k_ge_2__intervention_complete_cov_ge_30__lag_2w__contiguity__start_2021_01_03,outcome_death_rate_100k_ge_2_intervention_complete_cov_ge_30_lag_2w_contiguity_start_2021_01_03,outcome_death_rate_100k_ge_2__intervention_complete_cov_ge_30__lag_2w__contiguity__start_2021_01_03,/orcd/home/002/phevosp/MPLE-Causal-Inference/experiments/USCountyVaccination/outcome_death_rate_100k_ge_2__intervention_complete_cov_ge_30__lag_2w__contiguity__start_2021_01_03,real_data,contiguity,,alternating_rank_5_uv_5_e2_beta_mask,alternating_rank_5_uv_5_e2_beta_mask,/orcd/home/002/phevosp/MPLE-Causal-Inference/experiments/USCountyVaccination/outcome_death_rate_100k_ge_2__intervention_complete_cov_ge_30__lag_2w__contiguity__start_2021_01_03/fits/alternating_rank_5_uv_5_e2_beta_mask,3014,71,6,5,alternating_latent_rank,0.0,0.0,0.05,{},completed
outcome_death_rate_100k_ge_2__intervention_complete_cov_ge_30__lag_2w__contiguity__start_2021_01_03,outcome_death_rate_100k_ge_2_intervention_complete_cov_ge_30_lag_2w_contiguity_start_2021_01_03,outcome_death_rate_100k_ge_2__intervention_complete_cov_ge_30__lag_2w__contiguity__start_2021_01_03,/orcd/home/002/phevosp/MPLE-Causal-Inference/experiments/USCountyVaccination/outcome_death_rate_100k_ge_2__intervention_complete_cov_ge_30__lag_2w__contiguity__start_2021_01_03,real_data,contiguity,,alternating_rank_5_uv_1_e1_beta_mask,alternating_rank_5_uv_1_e1_beta_mask,/orcd/home/002/phevosp/MPLE-Causal-Inference/experiments/USCountyVaccination/outcome_death_rate_100k_ge_2__intervention_complete_cov_ge_30__lag_2w__contiguity__start_2021_01_03/fits/alternating_rank_5_uv_1_e1_beta_mask,3014,71,6,5,alternating_latent_rank,0.0,0.0,0.1,{},completed
outcome_death_rate_100k_ge_2__intervention_complete_cov_ge_30__lag_2w__contiguity__start_2021_01_03,outcome_death_rate_100k_ge_2_intervention_complete_cov_ge_30_lag_2w_contiguity_start_2021_01_03,outcome_death_rate_100k_ge_2__intervention_complete_cov_ge_30__lag_2w__contiguity__start_2021_01_03,/orcd/home/002/phevosp/MPLE-Causal-Inference/experiments/USCountyVaccination/outcome_death_rate_100k_ge_2__intervention_complete_cov_ge_30__lag_2w__contiguity__start_2021_01_03,real_data,contiguity,,alternating_rank_5_uv_5_e1_beta_mask,alternating_rank_5_uv_5_e1_beta_mask,/orcd/home/002/phevosp/MPLE-Causal-Inference/experiments/USCountyVaccination/outcome_death_rate_100k_ge_2__intervention_complete_cov_ge_30__lag_2w__contiguity__start_2021_01_03/fits/alternating_rank_5_uv_5_e1_beta_mask,3014,71,6,5,alternating_latent_rank,0.0,0.0,0.5,{},completed
outcome_death_rate_100k_ge_2__intervention_complete_cov_ge_30__lag_2w__contiguity__start_2021_01_03,outcome_death_rate_100k_ge_2_intervention_complete_cov_ge_30_lag_2w_contiguity_start_2021_01_03,outcome_death_rate_100k_ge_2__intervention_complete_cov_ge_30__lag_2w__contiguity__start_2021_01_03,/orcd/home/002/phevosp/MPLE-Causal-Inference/experiments/USCountyVaccination/outcome_death_rate_100k_ge_2__intervention_complete_cov_ge_30__lag_2w__contiguity__start_2021_01_03,real_data,contiguity,,alternating_rank_5_uv_1_beta_mask,alternating_rank_5_uv_1_beta_mask,/orcd/home/002/phevosp/MPLE-Causal-Inference/experiments/USCountyVaccination/outcome_death_rate_100k_ge_2__intervention_complete_cov_ge_30__lag_2w__contiguity__start_2021_01_03/fits/alternating_rank_5_uv_1_beta_mask,3014,71,6,5,alternating_latent_rank,0.0,0.0,1.0,{},completed
outcome_death_rate_100k_ge_2__intervention_complete_cov_ge_30__lag_2w__contiguity__start_2021_01_03,outcome_death_rate_100k_ge_2_intervention_complete_cov_ge_30_lag_2w_contiguity_start_2021_01_03,outcome_death_rate_100k_ge_2__intervention_complete_cov_ge_30__lag_2w__contiguity__start_2021_01_03,/orcd/home/002/phevosp/MPLE-Causal-Inference/experiments/USCountyVaccination/outcome_death_rate_100k_ge_2__intervention_complete_cov_ge_30__lag_2w__contiguity__start_2021_01_03,real_data,contiguity,,alternating_rank_5_uv_1p5_beta_mask,alternating_rank_5_uv_1p5_beta_mask,/orcd/home/002/phevosp/MPLE-Causal-Inference/experiments/USCountyVaccination/outcome_death_rate_100k_ge_2__intervention_complete_cov_ge_30__lag_2w__contiguity__start_2021_01_03/fits/alternating_rank_5_uv_1p5_beta_mask,3014,71,6,5,alternating_latent_rank,0.0,0.0,1.5,{},completed
outcome_death_rate_100k_ge_2__intervention_complete_cov_ge_30__lag_2w__distance_kernel_8__start_2020_03_01,outcome_death_rate_100k_ge_2_intervention_complete_cov_ge_30_lag_2w_distance_kernel_8_start_2020_03_01,outcome_death_rate_100k_ge_2__intervention_complete_cov_ge_30__lag_2w__distance_kernel_8__start_2020_03_01,/orcd/home/002/phevosp/MPLE-Causal-Inference/experiments/USCountyVaccination/outcome_death_rate_100k_ge_2__intervention_complete_cov_ge_30__lag_2w__distance_kernel_8__start_2020_03_01,real_data,distance_kernel_8,,alternating_rank_8_uv_5_e4_beta_mask,alternating_rank_8_uv_5_e4_beta_mask,/orcd/home/002/phevosp/MPLE-Causal-Inference/experiments/USCountyVaccination/outcome_death_rate_100k_ge_2__intervention_complete_cov_ge_30__lag_2w__distance_kernel_8__start_2020_03_01/fits/alternating_rank_8_uv_5_e4_beta_mask,3014,115,50,8,alternating_latent_rank,0.0,0.0,0.0005,{},completed
outcome_death_rate_100k_ge_2__intervention_complete_cov_ge_30__lag_2w__distance_kernel_8__start_2020_03_01,outcome_death_rate_100k_ge_2_intervention_complete_cov_ge_30_lag_2w_distance_kernel_8_start_2020_03_01,outcome_death_rate_100k_ge_2__intervention_complete_cov_ge_30__lag_2w__distance_kernel_8__start_2020_03_01,/orcd/home/002/phevosp/MPLE-Causal-Inference/experiments/USCountyVaccination/outcome_death_rate_100k_ge_2__intervention_complete_cov_ge_30__lag_2w__distance_kernel_8__start_2020_03_01,real_data,distance_kernel_8,,alternating_rank_8_uv_1_e3_beta_mask,alternating_rank_8_uv_1_e3_beta_mask,/orcd/home/002/phevosp/MPLE-Causal-Inference/experiments/USCountyVaccination/outcome_death_rate_100k_ge_2__intervention_complete_cov_ge_30__lag_2w__distance_kernel_8__start_2020_03_01/fits/alternating_rank_8_uv_1_e3_beta_mask,3014,115,50,8,alternating_latent_rank,0.0,0.0,0.001,{},completed
outcome_death_rate_100k_ge_2__intervention_complete_cov_ge_30__lag_2w__distance_kernel_8__start_2020_03_01,outcome_death_rate_100k_ge_2_intervention_complete_cov_ge_30_lag_2w_distance_kernel_8_start_2020_03_01,outcome_death_rate_100k_ge_2__intervention_complete_cov_ge_30__lag_2w__distance_kernel_8__start_2020_03_01,/orcd/home/002/phevosp/MPLE-Causal-Inference/experiments/USCountyVaccination/outcome_death_rate_100k_ge_2__intervention_complete_cov_ge_30__lag_2w__distance_kernel_8__start_2020_03_01,real_data,distance_kernel_8,,alternating_rank_8_uv_5_e3_beta_mask,alternating_rank_8_uv_5_e3_beta_mask,/orcd/home/002/phevosp/MPLE-Causal-Inference/experiments/USCountyVaccination/outcome_death_rate_100k_ge_2__intervention_complete_cov_ge_30__lag_2w__distance_kernel_8__start_2020_03_01/fits/alternating_rank_8_uv_5_e3_beta_mask,3014,115,50,8,alternating_latent_rank,0.0,0.0,0.005,{},completed
outcome_death_rate_100k_ge_2__intervention_complete_cov_ge_30__lag_2w__distance_kernel_8__start_2020_03_01,outcome_death_rate_100k_ge_2_intervention_complete_cov_ge_30_lag_2w_distance_kernel_8_start_2020_03_01,outcome_death_rate_100k_ge_2__intervention_complete_cov_ge_30__lag_2w__distance_kernel_8__start_2020_03_01,/orcd/home/002/phevosp/MPLE-Causal-Inference/experiments/USCountyVaccination/outcome_death_rate_100k_ge_2__intervention_complete_cov_ge_30__lag_2w__distance_kernel_8__start_2020_03_01,real_data,distance_kernel_8,,alternating_rank_8_uv_1_e2_beta_mask,alternating_rank_8_uv_1_e2_beta_mask,/orcd/home/002/phevosp/MPLE-Causal-Inference/experiments/USCountyVaccination/outcome_death_rate_100k_ge_2__intervention_complete_cov_ge_30__lag_2w__distance_kernel_8__start_2020_03_01/fits/alternating_rank_8_uv_1_e2_beta_mask,3014,115,50,8,alternating_latent_rank,0.0,0.0,0.01,{},completed
outcome_death_rate_100k_ge_2__intervention_complete_cov_ge_30__lag_2w__distance_kernel_8__start_2020_03_01,outcome_death_rate_100k_ge_2_intervention_complete_cov_ge_30_lag_2w_distance_kernel_8_start_2020_03_01,outcome_death_rate_100k_ge_2__intervention_complete_cov_ge_30__lag_2w__distance_kernel_8__start_2020_03_01,/orcd/home/002/phevosp/MPLE-Causal-Inference/experiments/USCountyVaccination/outcome_death_rate_100k_ge_2__intervention_complete_cov_ge_30__lag_2w__distance_kernel_8__start_2020_03_01,real_data,distance_kernel_8,,alternating_rank_8_uv_5_e2_beta_mask,alternating_rank_8_uv_5_e2_beta_mask,/orcd/home/002/phevosp/MPLE-Causal-Inference/experiments/USCountyVaccination/outcome_death_rate_100k_ge_2__intervention_complete_cov_ge_30__lag_2w__distance_kernel_8__start_2020_03_01/fits/alternating_rank_8_uv_5_e2_beta_mask,3014,115,50,8,alternating_latent_rank,0.0,0.0,0.05,{},completed
outcome_death_rate_100k_ge_2__intervention_complete_cov_ge_30__lag_2w__distance_kernel_8__start_2020_03_01,outcome_death_rate_100k_ge_2_intervention_complete_cov_ge_30_lag_2w_distance_kernel_8_start_2020_03_01,outcome_death_rate_100k_ge_2__intervention_complete_cov_ge_30__lag_2w__distance_kernel_8__start_2020_03_01,/orcd/home/002/phevosp/MPLE-Causal-Inference/experiments/USCountyVaccination/outcome_death_rate_100k_ge_2__intervention_complete_cov_ge_30__lag_2w__distance_kernel_8__start_2020_03_01,real_data,distance_kernel_8,,alternating_rank_8_uv_1_e1_beta_mask,alternating_rank_8_uv_1_e1_beta_mask,/orcd/home/002/phevosp/MPLE-Causal-Inference/experiments/USCountyVaccination/outcome_death_rate_100k_ge_2__intervention_complete_cov_ge_30__lag_2w__distance_kernel_8__start_2020_03_01/fits/alternating_rank_8_uv_1_e1_beta_mask,3014,115,50,8,alternating_latent_rank,0.0,0.0,0.1,{},completed
outcome_death_rate_100k_ge_2__intervention_complete_cov_ge_30__lag_2w__distance_kernel_8__start_2020_03_01,outcome_death_rate_100k_ge_2_intervention_complete_cov_ge_30_lag_2w_distance_kernel_8_start_2020_03_01,outcome_death_rate_100k_ge_2__intervention_complete_cov_ge_30__lag_2w__distance_kernel_8__start_2020_03_01,/orcd/home/002/phevosp/MPLE-Causal-Inference/experiments/USCountyVaccination/outcome_death_rate_100k_ge_2__intervention_complete_cov_ge_30__lag_2w__distance_kernel_8__start_2020_03_01,real_data,distance_kernel_8,,alternating_rank_8_uv_5_e1_beta_mask,alternating_rank_8_uv_5_e1_beta_mask,/orcd/home/002/phevosp/MPLE-Causal-Inference/experiments/USCountyVaccination/outcome_death_rate_100k_ge_2__intervention_complete_cov_ge_30__lag_2w__distance_kernel_8__start_2020_03_01/fits/alternating_rank_8_uv_5_e1_beta_mask,3014,115,50,8,alternating_latent_rank,0.0,0.0,0.5,{},completed
outcome_death_rate_100k_ge_2__intervention_complete_cov_ge_30__lag_2w__distance_kernel_8__start_2020_03_01,outcome_death_rate_100k_ge_2_intervention_complete_cov_ge_30_lag_2w_distance_kernel_8_start_2020_03_01,outcome_death_rate_100k_ge_2__intervention_complete_cov_ge_30__lag_2w__distance_kernel_8__start_2020_03_01,/orcd/home/002/phevosp/MPLE-Causal-Inference/experiments/USCountyVaccination/outcome_death_rate_100k_ge_2__intervention_complete_cov_ge_30__lag_2w__distance_kernel_8__start_2020_03_01,real_data,distance_kernel_8,,alternating_rank_8_uv_1_beta_mask,alternating_rank_8_uv_1_beta_mask,/orcd/home/002/phevosp/MPLE-Causal-Inference/experiments/USCountyVaccination/outcome_death_rate_100k_ge_2__intervention_complete_cov_ge_30__lag_2w__distance_kernel_8__start_2020_03_01/fits/alternating_rank_8_uv_1_beta_mask,3014,115,50,8,alternating_latent_rank,0.0,0.0,1.0,{},completed
outcome_death_rate_100k_ge_2__intervention_complete_cov_ge_30__lag_2w__distance_kernel_8__start_2020_03_01,outcome_death_rate_100k_ge_2_intervention_complete_cov_ge_30_lag_2w_distance_kernel_8_start_2020_03_01,outcome_death_rate_100k_ge_2__intervention_complete_cov_ge_30__lag_2w__distance_kernel_8__start_2020_03_01,/orcd/home/002/phevosp/MPLE-Causal-Inference/experiments/USCountyVaccination/outcome_death_rate_100k_ge_2__intervention_complete_cov_ge_30__lag_2w__distance_kernel_8__start_2020_03_01,real_data,distance_kernel_8,,alternating_rank_8_uv_1p5_beta_mask,alternating_rank_8_uv_1p5_beta_mask,/orcd/home/002/phevosp/MPLE-Causal-Inference/experiments/USCountyVaccination/outcome_death_rate_100k_ge_2__intervention_complete_cov_ge_30__lag_2w__distance_kernel_8__start_2020_03_01/fits/alternating_rank_8_uv_1p5_beta_mask,3014,115,50,8,alternating_latent_rank,0.0,0.0,1.5,{},completed
outcome_death_rate_100k_ge_2__intervention_complete_cov_ge_30__lag_2w__distance_kernel_8__start_2020_03_01,outcome_death_rate_100k_ge_2_intervention_complete_cov_ge_30_lag_2w_distance_kernel_8_start_2020_03_01,outcome_death_rate_100k_ge_2__intervention_complete_cov_ge_30__lag_2w__distance_kernel_8__start_2020_03_01,/orcd/home/002/phevosp/MPLE-Causal-Inference/experiments/USCountyVaccination/outcome_death_rate_100k_ge_2__intervention_complete_cov_ge_30__lag_2w__distance_kernel_8__start_2020_03_01,real_data,distance_kernel_8,,base_beta_mask,base_beta_mask,/orcd/home/002/phevosp/MPLE-Causal-Inference/experiments/USCountyVaccination/outcome_death_rate_100k_ge_2__intervention_complete_cov_ge_30__lag_2w__distance_kernel_8__start_2020_03_01/fits/base_beta_mask,3014,115,50,0,no_external_field,0.0,0.0,0.0,{},completed
outcome_death_rate_100k_ge_2__intervention_complete_cov_ge_30__lag_2w__distance_kernel_8__start_2020_03_01,outcome_death_rate_100k_ge_2_intervention_complete_cov_ge_30_lag_2w_distance_kernel_8_start_2020_03_01,outcome_death_rate_100k_ge_2__intervention_complete_cov_ge_30__lag_2w__distance_kernel_8__start_2020_03_01,/orcd/home/002/phevosp/MPLE-Causal-Inference/experiments/USCountyVaccination/outcome_death_rate_100k_ge_2__intervention_complete_cov_ge_30__lag_2w__distance_kernel_8__start_2020_03_01,real_data,distance_kernel_8,,alternating_rank_5_uv_5_e4_beta_mask,alternating_rank_5_uv_5_e4_beta_mask,/orcd/home/002/phevosp/MPLE-Causal-Inference/experiments/USCountyVaccination/outcome_death_rate_100k_ge_2__intervention_complete_cov_ge_30__lag_2w__distance_kernel_8__start_2020_03_01/fits/alternating_rank_5_uv_5_e4_beta_mask,3014,115,50,5,alternating_latent_rank,0.0,0.0,0.0005,{},completed
outcome_death_rate_100k_ge_2__intervention_complete_cov_ge_30__lag_2w__distance_kernel_8__start_2020_03_01,outcome_death_rate_100k_ge_2_intervention_complete_cov_ge_30_lag_2w_distance_kernel_8_start_2020_03_01,outcome_death_rate_100k_ge_2__intervention_complete_cov_ge_30__lag_2w__distance_kernel_8__start_2020_03_01,/orcd/home/002/phevosp/MPLE-Causal-Inference/experiments/USCountyVaccination/outcome_death_rate_100k_ge_2__intervention_complete_cov_ge_30__lag_2w__distance_kernel_8__start_2020_03_01,real_data,distance_kernel_8,,alternating_rank_5_uv_1_e3_beta_mask,alternating_rank_5_uv_1_e3_beta_mask,/orcd/home/002/phevosp/MPLE-Causal-Inference/experiments/USCountyVaccination/outcome_death_rate_100k_ge_2__intervention_complete_cov_ge_30__lag_2w__distance_kernel_8__start_2020_03_01/fits/alternating_rank_5_uv_1_e3_beta_mask,3014,115,50,5,alternating_latent_rank,0.0,0.0,0.001,{},completed
outcome_death_rate_100k_ge_2__intervention_complete_cov_ge_30__lag_2w__distance_kernel_8__start_2020_03_01,outcome_death_rate_100k_ge_2_intervention_complete_cov_ge_30_lag_2w_distance_kernel_8_start_2020_03_01,outcome_death_rate_100k_ge_2__intervention_complete_cov_ge_30__lag_2w__distance_kernel_8__start_2020_03_01,/orcd/home/002/phevosp/MPLE-Causal-Inference/experiments/USCountyVaccination/outcome_death_rate_100k_ge_2__intervention_complete_cov_ge_30__lag_2w__distance_kernel_8__start_2020_03_01,real_data,distance_kernel_8,,alternating_rank_5_uv_5_e3_beta_mask,alternating_rank_5_uv_5_e3_beta_mask,/orcd/home/002/phevosp/MPLE-Causal-Inference/experiments/USCountyVaccination/outcome_death_rate_100k_ge_2__intervention_complete_cov_ge_30__lag_2w__distance_kernel_8__start_2020_03_01/fits/alternating_rank_5_uv_5_e3_beta_mask,3014,115,50,5,alternating_latent_rank,0.0,0.0,0.005,{},completed
